Date,Baringo_PCR_pos,Baringo_PCR_neg,Bomet_PCR_pos,Bomet_PCR_neg,Bungoma_PCR_pos,Bungoma_PCR_neg,Busia_PCR_pos,Busia_PCR_neg,Elgeyo-Marakwet_PCR_pos,Elgeyo-Marakwet_PCR_neg,Embu_PCR_pos,Embu_PCR_neg,Garissa_PCR_pos,Garissa_PCR_neg,Homa Bay_PCR_pos,Homa Bay_PCR_neg,Isiolo_PCR_pos,Isiolo_PCR_neg,Kajiado_PCR_pos,Kajiado_PCR_neg,Kakamega_PCR_pos,Kakamega_PCR_neg,Kericho_PCR_pos,Kericho_PCR_neg,Kiambu_PCR_pos,Kiambu_PCR_neg,Kilifi_PCR_pos,Kilifi_PCR_neg,Kirinyaga_PCR_pos,Kirinyaga_PCR_neg,Kisii_PCR_pos,Kisii_PCR_neg,Kisumu_PCR_pos,Kisumu_PCR_neg,Kitui_PCR_pos,Kitui_PCR_neg,Kwale_PCR_pos,Kwale_PCR_neg,Laikipia_PCR_pos,Laikipia_PCR_neg,Lamu_PCR_pos,Lamu_PCR_neg,Machakos_PCR_pos,Machakos_PCR_neg,Makueni_PCR_pos,Makueni_PCR_neg,Mandera_PCR_pos,Mandera_PCR_neg,Marsabit_PCR_pos,Marsabit_PCR_neg,Meru_PCR_pos,Meru_PCR_neg,Migori_PCR_pos,Migori_PCR_neg,Mombasa_PCR_pos,Mombasa_PCR_neg,Murang'a_PCR_pos,Murang'a_PCR_neg,Nairobi_PCR_pos,Nairobi_PCR_neg,Nakuru_PCR_pos,Nakuru_PCR_neg,Nandi_PCR_pos,Nandi_PCR_neg,Narok_PCR_pos,Narok_PCR_neg,Nyamira_PCR_pos,Nyamira_PCR_neg,Nyandarua_PCR_pos,Nyandarua_PCR_neg,Nyeri_PCR_pos,Nyeri_PCR_neg,Samburu_PCR_pos,Samburu_PCR_neg,Siaya_PCR_pos,Siaya_PCR_neg,Taita Taveta_PCR_pos,Taita Taveta_PCR_neg,Tana River_PCR_pos,Tana River_PCR_neg,Tharaka-Nithi_PCR_pos,Tharaka-Nithi_PCR_neg,Trans Nzoia_PCR_pos,Trans Nzoia_PCR_neg,Turkana_PCR_pos,Turkana_PCR_neg,Uasin Gishu_PCR_pos,Uasin Gishu_PCR_neg,Vihiga_PCR_pos,Vihiga_PCR_neg,Wajir_PCR_pos,Wajir_PCR_neg,West Pokot_PCR_pos,West Pokot_PCR_neg
2020-06-02,0,-17,0,-17,0,-17,13,-17,0,-17,0,-17,2,-17,0,-17,0,-17,4,-17,0,-17,0,-17,4,-17,0,0,0,-17,0,-17,0,-17,0,-17,5,17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,33,344,0,-17,46,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,38,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-03,0,-17,0,-17,0,-17,21,-17,0,-17,0,-17,1,-17,0,-17,0,-17,3,-17,0,-17,0,-17,2,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,0,1,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,17,313,0,-17,44,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,102,0,0,0,-17,0,-17,0,-17,12,-17,0,-17,0,-17,0,-17
2020-06-04,0,-17,0,-17,0,-17,28,-17,1,-17,0,-17,3,-17,0,-17,0,-17,6,-17,1,-17,0,-17,3,-17,0,51,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,5,-17,43,200,1,-17,37,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,10,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-05,0,-17,0,-17,0,-17,14,-17,0,-17,0,-17,1,-17,0,-17,0,-17,1,-17,0,-17,0,-17,2,-17,5,49,0,-17,0,-17,1,-17,0,-17,9,74,0,-17,0,0,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,33,357,1,-17,33,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,16,105,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-06,0,-17,0,-17,0,-17,55,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,41,0,-17,0,-17,1,-17,0,-17,4,46,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,3,-17,35,889,0,-17,13,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,145,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-07,0,-17,0,-17,0,-17,29,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,14,-17,0,7,0,-17,0,-17,4,-17,0,-17,1,103,0,-17,0,0,3,-17,1,-17,0,-17,0,-17,0,-17,1,-17,37,393,0,-17,57,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,3,19,0,0,0,-17,0,-17,1,-17,11,-17,0,-17,0,-17,0,-17
2020-06-08,0,-17,0,-17,1,-17,3,-17,0,-17,0,-17,1,-17,0,-17,0,-17,7,-17,1,-17,0,-17,1,-17,5,24,0,-17,0,-17,1,-17,1,-17,10,68,0,-17,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,46,161,0,-17,14,-17,1,-17,0,-17,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,2,12,0,0,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17
2020-06-09,0,-17,0,-17,3,-17,13,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,14,-17,3,91,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,8,268,0,-17,51,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,178,0,1,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-10,0,-17,0,-17,0,-17,17,-17,0,-17,0,-17,1,-17,0,-17,0,-17,1,-17,0,-17,0,-17,5,-17,3,27,0,-17,0,-17,2,-17,0,-17,3,42,0,-17,0,1,3,-17,0,-17,0,-17,0,-17,0,-17,6,-17,21,180,0,-17,44,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,4,75,0,4,0,-17,0,-17,7,-17,1,-17,0,-17,0,-17,0,-17
2020-06-11,0,-17,0,-17,0,-17,38,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,-17,0,-17,0,-17,2,-17,0,45,0,-17,0,-17,0,-17,0,-17,6,57,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,17,189,1,-17,50,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,174,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-12,0,-17,0,-17,0,-17,12,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,6,0,-17,0,-17,1,-17,0,-17,0,26,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,48,457,0,-17,37,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,171,0,0,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17
2020-06-13,0,-17,0,-17,0,-17,16,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,10,-17,0,17,0,-17,0,-17,2,-17,0,-17,0,0,0,-17,0,0,3,-17,0,-17,0,-17,0,-17,0,-17,3,-17,12,290,0,-17,70,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,7,120,0,1,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-14,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,15,-17,0,-17,0,-17,4,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,1,-17,95,-17,1,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,1,-17,0,0,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-15,0,-17,0,-17,1,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,2,-17,0,0,0,-17,0,-17,0,-17,1,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,85,251,2,-17,55,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,163,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-16,0,-17,0,-17,0,-17,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,8,-17,2,50,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,2,-17,11,45,1,-17,87,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,11,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-17,0,-17,0,-17,0,-17,6,-17,0,-17,0,-17,1,-17,0,-17,0,-17,14,-17,0,-17,0,-17,9,-17,4,34,0,-17,0,-17,1,-17,0,-17,2,19,0,-17,0,0,3,-17,0,-17,0,-17,0,-17,13,-17,0,-17,7,211,0,-17,111,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,6,146,0,0,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17
2020-06-18,0,-17,0,-17,0,-17,5,-17,0,-17,1,-17,3,-17,0,-17,3,-17,13,-17,0,-17,0,-17,7,-17,0,20,0,-17,0,-17,0,-17,1,-17,0,0,0,-17,0,0,4,-17,0,-17,0,-17,0,-17,0,-17,1,-17,22,314,1,-17,135,-17,4,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,8,144,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-19,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,5,-17,0,-17,0,-17,18,-17,0,-17,2,-17,5,-17,0,35,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,23,239,0,-17,56,-17,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,57,0,4,0,-17,0,-17,0,-17,2,-17,0,-17,1,-17,0,-17
2020-06-20,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17,7,93,0,-17,0,-17,0,-17,0,-17,4,38,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,41,463,0,-17,61,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,103,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-21,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,2,-17,0,-17,7,-17,1,-17,0,-17,14,-17,0,14,0,-17,1,-17,1,-17,0,-17,0,29,1,-17,0,0,9,-17,0,-17,0,-17,0,-17,0,-17,3,-17,18,586,0,-17,161,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,93,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-22,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,3,20,0,-17,1,-17,0,-17,0,-17,0,1,0,-17,0,1,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,19,313,0,-17,28,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,3,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-23,0,-17,0,-17,0,-17,18,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,4,-17,0,45,0,-17,0,-17,1,-17,0,-17,0,0,0,-17,0,0,2,-17,0,-17,0,-17,0,-17,0,-17,10,-17,6,344,0,-17,102,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,64,0,0,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17
2020-06-24,0,-17,0,-17,0,-17,9,-17,0,-17,0,-17,1,-17,0,-17,1,-17,22,-17,1,-17,0,-17,12,-17,1,53,0,-17,1,-17,0,-17,0,-17,0,15,0,-17,0,0,2,-17,0,-17,0,-17,0,-17,0,-17,29,-17,29,474,3,-17,130,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,3,53,0,0,0,-17,0,-17,0,-17,5,-17,0,-17,0,-17,0,-17
2020-06-25,0,-17,0,-17,0,-17,8,-17,0,-17,0,-17,0,-17,0,-17,0,-17,21,-17,0,-17,1,-17,17,-17,0,18,0,-17,0,-17,0,-17,0,-17,1,48,0,-17,0,27,4,-17,0,-17,0,-17,0,-17,0,-17,17,-17,5,362,0,-17,101,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,103,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-26,0,-17,0,-17,1,-17,9,-17,0,-17,0,-17,0,-17,0,-17,1,-17,15,-17,0,-17,0,-17,8,-17,1,37,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,13,277,0,-17,76,-17,1,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,13,-17,2,262,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-06-27,0,-17,0,-17,0,-17,9,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,0,-17,2,-17,10,-17,0,25,0,-17,0,-17,1,-17,0,-17,0,0,0,-17,0,44,2,-17,1,-17,0,-17,0,-17,1,-17,3,-17,20,464,0,-17,171,-17,17,-17,2,-17,0,-17,0,-17,0,-17,1,-17,0,-17,1,-17,1,2,0,0,0,-17,2,-17,0,-17,9,-17,1,-17,0,-17,0,-17
2020-06-28,0,-17,0,-17,0,-17,11,-17,0,-17,0,-17,2,-17,0,-17,0,-17,5,-17,0,-17,0,-17,22,-17,0,0,0,-17,0,-17,2,-17,0,-17,0,40,0,-17,2,12,16,-17,9,-17,0,-17,2,-17,0,-17,0,-17,36,405,0,-17,127,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,183,0,0,0,-17,0,-17,0,-17,9,-17,0,-17,0,-17,0,-17
2020-06-29,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,-17,0,-17,0,-17,9,-17,2,40,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,8,-17,1,-17,0,-17,0,-17,1,-17,0,-17,39,586,0,-17,68,-17,2,-17,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17
2020-06-30,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,1,-17,0,-17,17,-17,2,49,0,-17,0,-17,1,-17,0,-17,0,0,0,-17,0,0,1,-17,3,-17,0,-17,0,-17,0,-17,13,-17,17,284,0,-17,100,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,95,0,1,0,-17,0,-17,0,-17,10,-17,0,-17,0,-17,0,-17
2020-07-01,0,-17,0,-17,0,-17,10,-17,0,-17,0,-17,0,-17,0,-17,0,-17,14,-17,0,-17,4,-17,20,-17,1,29,0,-17,0,-17,1,-17,1,-17,1,20,0,-17,0,0,33,-17,5,-17,0,-17,0,-17,0,-17,0,-17,29,211,0,-17,155,-17,5,-17,0,-17,20,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,82,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-07-02,0,-17,0,-17,0,-17,18,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,-17,0,-17,0,-17,10,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,1,0,-17,0,0,9,-17,1,-17,0,-17,0,-17,0,-17,8,-17,4,236,1,-17,173,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,61,0,0,0,-17,0,-17,0,-17,8,-17,0,-17,0,-17,0,-17
2020-07-03,0,-17,0,-17,0,-17,12,-17,0,-17,0,-17,4,-17,0,-17,0,-17,14,-17,0,-17,0,-17,12,-17,0,5,0,-17,0,-17,0,-17,0,-17,0,47,0,-17,1,18,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,18,385,2,-17,153,-17,2,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,2,-17,0,24,0,0,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17
2020-07-04,0,-17,0,-17,0,-17,17,-17,0,-17,0,-17,1,-17,0,-17,0,-17,36,-17,0,-17,0,-17,27,-17,3,22,0,-17,0,-17,0,-17,6,-17,2,17,0,-17,0,0,10,-17,3,-17,0,-17,0,-17,0,-17,9,-17,16,130,1,-17,248,-17,2,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,156,0,0,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17
2020-07-05,0,-17,0,-17,0,-17,11,-17,0,-17,0,-17,0,-17,0,-17,0,-17,22,-17,1,-17,0,-17,20,-17,0,26,0,-17,0,-17,0,-17,0,-17,0,25,0,-17,0,0,9,-17,17,-17,0,-17,0,-17,0,-17,0,-17,12,219,0,-17,161,-17,8,-17,3,-17,2,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,0,0,5,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17
2020-07-06,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,6,-17,0,-17,0,-17,19,-17,0,0,1,-17,0,-17,0,-17,0,-17,1,6,0,-17,3,9,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,7,283,2,-17,134,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-07-07,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,11,-17,0,-17,0,-17,13,-17,3,17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,36,-17,0,-17,0,-17,0,-17,0,-17,0,-17,21,230,0,-17,99,-17,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,155,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-07-08,0,5,0,0,2,11,0,34,0,0,0,1,0,0,0,0,0,19,19,100,0,5,0,85,9,60,2,58,0,0,0,0,0,5,0,2,0,50,0,0,2,15,41,257,0,16,0,0,0,2,0,1,0,0,35,494,22,51,87,633,5,41,0,1,0,0,0,0,0,1,0,0,0,7,0,5,0,122,0,1,0,0,0,10,1,43,0,36,0,1,0,0,0,1
2020-07-09,0,3,0,4,17,43,9,309,0,3,0,0,1,5,0,0,2,7,14,90,0,22,1,32,26,102,0,64,0,2,1,146,1,56,1,2,0,0,0,100,0,0,27,195,3,63,0,1,0,3,3,12,30,255,14,358,44,216,131,566,1,49,0,71,0,0,0,0,0,5,0,11,0,4,1,17,0,50,0,0,0,0,0,8,0,62,3,36,7,14,0,3,0,1
2020-07-10,0,13,0,0,0,7,0,11,1,1,0,4,1,5,0,20,0,0,17,122,0,16,1,8,16,97,0,69,0,0,0,1,1,97,1,4,0,0,3,324,3,40,33,126,2,11,0,0,0,0,2,69,2,12,12,481,21,341,294,1027,22,58,0,0,0,66,0,21,0,1,0,2,0,0,0,15,1,264,0,0,0,0,0,0,1,155,8,214,0,0,0,0,0,1
2020-07-11,0,4,0,2,1,6,15,219,0,3,0,2,2,42,0,7,1,2,13,320,0,14,1,5,24,323,0,41,2,6,0,11,2,84,0,19,0,43,2,100,6,22,26,293,0,22,0,0,1,43,4,98,6,86,11,197,76,360,249,1670,3,51,0,46,0,5,0,50,1,5,0,4,0,1,10,481,0,97,0,0,0,0,1,64,5,54,3,102,0,3,0,1,0,2
2020-07-12,0,1,0,1,1,5,0,3,0,0,0,16,0,0,1,1,0,10,67,108,0,1,0,0,46,79,0,46,0,3,0,3,2,86,0,2,0,47,0,36,0,19,24,35,0,1,0,0,0,1,3,25,0,0,4,52,36,213,215,486,9,32,0,0,0,2,2,14,1,1,0,6,0,0,4,23,1,108,0,0,0,5,0,1,0,3,1,26,0,0,0,0,0,5
2020-07-13,0,2,1,23,5,58,9,419,0,0,0,64,2,88,0,34,1,32,23,205,1,21,3,71,34,228,0,0,0,2,0,45,2,66,1,41,0,0,1,50,0,0,15,185,1,20,0,0,0,0,5,178,32,177,9,249,36,476,210,1452,3,356,2,40,2,125,2,9,3,37,0,0,0,0,2,51,0,0,0,0,0,0,3,130,0,43,12,526,1,116,2,133,0,0
2020-07-14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,1,1,1,2,19,86,1,4,0,0,0,0,1,6,0,3,0,1,2,47,0,0,10,93,1,3,0,0,0,1,1,24,0,0,6,312,16,79,180,624,1,10,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2020-07-15,0,10,0,3,1,10,2,63,0,2,0,2,0,1,0,0,0,1,60,372,1,10,5,17,44,269,7,258,0,21,1,2,1,13,0,3,1,14,1,142,4,18,24,145,3,30,0,0,0,0,5,91,1,1,0,2,23,219,284,1506,9,194,2,92,1,3,0,21,0,1,3,28,0,17,0,1,1,130,0,0,0,0,0,20,3,213,7,342,0,2,0,0,0,0
2020-07-16,0,2,1,9,0,19,2,129,0,1,2,3,1,1,1,82,0,0,108,264,3,56,0,70,10,129,0,25,0,2,0,6,2,66,0,5,0,0,7,56,3,60,36,173,4,124,0,0,2,13,10,153,13,92,8,145,18,319,257,1000,5,142,0,137,4,33,0,1,0,4,7,90,0,0,1,17,1,77,0,0,0,0,0,10,0,31,12,132,0,16,0,0,0,0
2020-07-17,0,7,2,6,0,41,9,201,0,5,0,0,1,57,1,2,0,29,23,117,0,7,0,4,30,118,1,5,0,8,1,90,3,57,0,1,4,86,1,9,0,63,23,93,34,161,1,1,0,0,3,165,10,242,7,92,25,230,257,1096,7,115,0,6,0,32,1,2,0,2,2,7,1,1,0,1,1,119,0,0,0,0,2,16,1,14,4,134,0,1,0,0,0,0
2020-07-18,0,1,0,26,2,21,1,153,0,6,0,0,1,56,0,11,1,2,2,48,1,29,4,66,22,119,0,26,0,1,0,57,7,131,0,6,0,26,0,0,0,34,11,59,36,148,2,5,0,0,8,28,0,32,8,553,35,137,193,665,18,136,0,264,0,0,0,0,0,13,0,1,0,0,3,42,0,41,2,16,1,19,2,49,4,149,3,91,0,14,1,2,0,1
2020-07-19,0,24,0,13,4,26,3,102,0,2,1,1,1,19,0,3,2,25,24,73,1,14,0,71,58,197,10,66,0,8,1,3,1,34,1,2,1,59,6,100,1,3,36,195,3,8,0,0,1,3,10,121,2,84,17,615,90,358,571,1370,2,64,0,41,1,115,0,54,0,2,1,6,0,0,0,26,0,144,0,6,0,2,0,6,1,15,2,154,0,1,0,0,0,0
2020-07-20,0,0,0,23,2,9,2,107,0,1,2,17,1,15,0,1,1,2,34,260,1,20,1,16,38,235,0,0,0,1,6,62,3,54,1,4,0,7,0,2,0,0,34,196,6,21,0,1,0,0,18,124,0,1,5,267,29,168,433,1444,9,66,0,216,1,153,0,20,0,2,3,22,0,0,0,800,0,1,0,0,1,16,0,168,0,0,4,69,0,35,0,0,0,1
2020-07-21,0,0,0,0,0,1,0,9,0,0,0,1,2,11,0,0,1,43,15,72,0,1,0,0,38,199,1,104,1,1,0,1,0,2,3,88,0,17,0,0,2,14,30,208,3,11,1,1,0,0,14,85,0,1,1,115,15,72,246,918,8,53,0,0,3,67,0,0,3,66,3,37,0,0,0,0,1,37,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,1
2020-07-22,0,8,0,1,0,11,12,98,0,5,0,6,0,0,0,2,0,1,17,55,1,10,5,109,23,80,5,52,0,0,1,26,1,44,0,1,0,0,3,88,0,0,67,292,0,4,0,1,0,1,6,142,9,178,2,32,14,59,268,859,12,48,0,11,3,86,0,0,1,19,17,56,0,0,1,34,0,19,0,58,1,2,0,46,6,163,13,155,0,0,0,0,0,0
2020-07-23,0,5,6,18,7,24,16,187,0,8,1,10,1,3,2,27,0,21,62,391,1,84,3,45,53,179,1,63,1,51,4,71,0,81,1,4,3,30,1,3,0,0,94,452,0,14,0,2,3,18,23,144,0,1,7,203,35,248,342,1239,5,74,0,15,0,10,1,1,1,10,13,41,0,0,1,4,0,79,0,0,0,15,2,11,0,4,6,144,1,31,0,0,0,2
2020-07-24,0,7,0,1,0,67,5,122,0,2,1,2,1,8,0,0,2,15,41,357,0,87,17,80,43,200,0,5,0,1,2,30,3,71,2,8,0,24,9,128,2,4,66,382,0,26,0,1,0,0,9,64,9,104,16,286,382,1546,334,1607,1,47,3,5,10,96,0,0,0,7,2,77,0,0,2,14,0,0,0,3,0,0,2,57,0,9,19,179,0,4,1,1,0,14
2020-07-25,0,1,1,8,7,59,6,173,0,6,1,4,11,58,1,44,0,1,80,425,1,13,0,6,37,153,0,1,0,2,0,5,5,93,0,2,0,20,0,27,0,0,50,355,10,42,0,4,0,1,17,114,0,1,16,360,84,338,377,1339,11,70,1,7,1,5,1,13,1,3,6,35,0,20,0,12,1,78,0,0,0,0,0,68,23,202,10,119,1,31,6,97,0,20
2020-07-26,0,1,0,0,0,3,0,0,0,2,0,4,0,1,1,2,0,1,34,115,1,27,0,1,18,52,0,76,0,0,3,64,3,83,2,2,0,24,0,2,0,5,9,21,1,2,0,0,1,1,15,80,19,203,16,153,38,154,173,584,5,23,0,1,0,1,0,0,0,2,5,31,0,0,1,232,1,94,0,0,0,0,2,71,0,2,3,18,1,15,0,0,0,0
2020-07-27,1,40,8,36,2,38,5,176,0,3,3,52,17,58,0,40,1,2,111,533,2,93,8,62,90,427,8,89,0,3,1,79,15,97,1,5,0,0,5,104,0,0,92,498,7,54,0,0,0,1,13,158,0,3,8,162,71,567,499,2142,11,86,1,15,11,193,0,35,0,8,1,20,0,0,0,176,1,146,0,0,0,1,0,66,24,295,8,270,1,2,0,0,0,1
2020-07-28,5,27,0,0,1,5,0,30,0,0,0,0,0,0,0,0,0,1,19,58,0,1,0,0,16,104,0,44,0,0,0,0,0,2,0,6,0,38,0,0,0,0,43,275,0,16,0,0,0,0,0,16,0,1,3,106,110,380,193,783,0,15,2,143,0,0,1,1,0,1,3,5,0,0,0,7,0,117,0,31,0,37,0,0,11,86,2,27,0,1,2,5,0,0
